1	1298.75488
2	1675.02392
3	1701.2589199999998
4	1693.41888
5	1692.65258
6	1691.8044999999997
7	1697.2267
8	1692.196
9	1698.32822
10	1723.6839400000001
11	1750.34984
12	1798.0047
13	1834.4344400000002
14	1849.91996
15	1859.80076
16	1866.2465799999998
17	1859.40726
18	1868.77666
19	1865.23184
20	1867.10104
21	1867.88004
22	1869.27532
23	1868.54222
24	1860.17946
25	1862.9486000000002
26	1868.23056
27	1863.80186
28	1868.95692
29	1865.0052
30	1861.59768
31	1859.41714
32	1862.9789799999999
33	1859.7549599999998
34	1860.18496
35	1867.38808
36	1860.6669399999998
