1	1276.44648
2	2059.79774
3	2692.69926
4	3183.95724
5	3579.2829599999995
6	3881.42334
7	4161.6812
8	4338.67206
9	4519.50032
10	4765.52512
11	5085.30764
12	5341.8862
13	5522.871099999999
14	5567.5452000000005
15	5628.88082
16	5743.88952
17	5851.0525800000005
18	5973.29658
19	6040.6426200000005
20	6435.80742
21	6265.82764
22	6280.8989200000005
23	6462.83036
24	6274.84702
25	6705.14622
26	6615.986199999999
27	6537.26614
28	6534.71562
29	6635.25864
30	6923.78046
31	6824.70652
32	6946.34852
33	7003.85926
34	7015.16312
35	6957.2579
36	7022.4472399999995
